text,cleaned_text,rating,sentiment_label,tokens_word,tokens_subword,source
"Xinh vãi , mình m57 41kg mặc vừa người nhé áo vải dày dặn , hơi nóng nhưng ko sao. Nchung là ưng nha","xinh_vãi , mình m57 41 kg mặc vừa người nhé áo vải dày_dặn , hơi nóng nhưng không sao . nchung là ưng nha",5,tích cực,"xinh_vãi , mình m57 41 kg mặc vừa người nhé áo vải dày_dặn , hơi nóng nhưng không sao . nchung là ưng nha","xinh_@@ vãi , mình m@@ 57 41 kg mặc vừa người nhé áo vải dày_dặn , hơi nóng nhưng không sao . n@@ chung là ưng nha",all_good_reviews
Giao hàng đã rách vỏ ngoài ốp trong trầy góc không xài được,giao hàng đã rách vỏ ngoài ốp trong trầy góc không dùng được,1,tiêu cực,giao hàng đã rách vỏ ngoài ốp trong trầy góc không dùng được,giao hàng đã rách vỏ ngoài ốp trong trầy góc không dùng được,all_bad_reviews
Chất lượng sản phẩm:ok Giao hàng nhanh Chấn lượng ok,chất_lượng lượng sản_phẩm ok giao hàng nhanh chấn_lượng ok,5,tích cực,chất_lượng lượng sản_phẩm ok giao hàng nhanh chấn_lượng ok,chất_lượng lượng sản_phẩm ok giao hàng nhanh chấn_@@ lượng ok,all_good_reviews
Đơn hàng chưa giao đến tay thì shipper đã tự thanh toán và tự nhận hàng. Mn né ra,đơn hàng chưa giao đến tay thì shipper đã tự thanh_toán và tự nhận hàng . mọi người né ra,1,tiêu cực,đơn hàng chưa giao đến tay thì shipper đã tự_thanh_toán và tự nhận hàng . mọi người né ra,đơn hàng chưa giao đến tay thì shipper đã tự thanh_toán và tự nhận hàng . mọi người né ra,all_bad_reviews
Nghe rất ổn âm thanh rõ ràng tai nghe có màu hồng siêu dễ thương rất thích,nghe rất ổn_âm_thanh rõ_ràng tai nghe có màu hồng_siêu dễ_thương rất thích,5,tích cực,nghe rất ổn_âm_thanh rõ_ràng_tai nghe có màu hồng_siêu dễ_thương rất thích,nghe rất ổn_@@ âm_thanh rõ_ràng tai nghe có màu hồng_@@ siêu dễ_thương rất thích,all_good_reviews
Chất liệu:nhựa Màu sắc:đen Đúng với mô tả:ko Mới khui hộp ra đã thiếu mất 1 chấm,chất_lượng liệu nhựa màu_sắc đen đúng với mô_tả không mới khui hộp ra đã thiếu mất 1 chấm,1,tiêu cực,chất_lượng_liệu nhựa màu_sắc đen đúng với mô_tả không mới khui hộp ra đã thiếu mất 1 chấm,chất_lượng liệu nhựa màu_sắc đen đúng với mô_tả không mới khui hộp ra đã thiếu mất 1 chấm,all_bad_reviews
"Chất lượng sản phẩm:chưa bt Tính năng nổi bật:nghe Giao hàng nhanh, vỏ ngoài hơi móp tí nm hàng bên trong kh ảnh hưởng j mấy, nghe ổn","chất_lượng lượng sản_phẩm chưa biết tính_năng nổi_bật nghe giao hàng nhanh , vỏ ngoài hơi móp tí nm hàng bên trong không ảnh_hưởng j mấy , nghe ổn",5,tích cực,"chất_lượng lượng sản_phẩm chưa biết tính_năng nổi_bật nghe giao hàng nhanh , vỏ ngoài hơi móp tí nm hàng bên trong không ảnh_hưởng j mấy , nghe ổn","chất_lượng lượng sản_phẩm chưa biết tính_năng nổi_bật nghe giao hàng nhanh , vỏ ngoài hơi móp tí nm hàng bên trong không ảnh_hưởng j mấy , nghe ổn",all_good_reviews
Xịn nghe tốt không bị lẫn tạp âm bên ngoài Bền và dùng lâu Đánh giá 5 sao,xịn nghe tốt không bị lẫn tạp_âm bên ngoài bền và dùng lâu đánh_giá 5 sao,5,tích cực,xịn nghe tốt không bị lẫn tạp_âm bên ngoài bền và dùng lâu đánh_giá 5 sao,xịn nghe tốt không bị lẫn tạp_@@ âm bên ngoài bền và dùng lâu đánh_giá 5 sao,all_good_reviews
"Mic sài ko dc, nếu ko nhấn giữ nút ở giữa thì âm thanh rè, phải lấy tăm và băng keo dán để đè nút ở giữa mới nghe bình thường","mic dùng không được , nếu không nhấn giữ nút ở giữa thì âm_thanh rè , phải lấy tăm và băng_keo dán để đè_nút ở giữa mới nghe bình_thường",1,tiêu cực,"mic dùng không được , nếu không nhấn giữ nút ở giữa thì âm_thanh_rè , phải lấy tăm và băng_keo_dán để đè_nút ở giữa mới nghe bình_thường","mic dùng không được , nếu không nhấn giữ nút ở giữa thì âm_thanh rè , phải lấy tăm và băng_@@ keo dán để đè_@@ nút ở giữa mới nghe bình_thường",all_bad_reviews
rất hữu ích,rất hữu_ích,5,tích cực,rất hữu_ích,rất hữu_ích,all_reviews
"Áo đẹp, mặc rất thoáng khí và thoải mái, không có cảm giác bị vướng víu hay cọ xát.","áo đẹp , mặc rất thoáng_khí và thoải_mái , không có cảm_giác bị vướng_víu hay cọ_xát .",5,tích cực,"áo đẹp , mặc rất thoáng_khí và thoải_mái , không có cảm_giác bị vướng_víu hay cọ_xát .","áo đẹp , mặc rất thoáng_khí và thoải_mái , không có cảm_giác bị vướng_víu hay cọ_xát .",all_reviews
Sản phẩm tốt nhìn ok dùng thử sướng và đay dặn tai nghe nghe bass căng,sản_phẩm tốt nhìn ok dùng thử sướng và đay dặn_tai nghe nghe bass căng,5,tích cực,sản_phẩm tốt nhìn ok dùng thử sướng và đay dặn_tai nghe nghe bass căng,sản_phẩm tốt nhìn ok dùng thử sướng và đay d@@ ặ@@ n_t@@ ai nghe nghe bass căng,all_good_reviews
Màu sắc:mauf thắng Đúng với mô tả:đẹp lắm nha mn Chất liệu:vải Áo đẹp lắm nha giao hàng nhanh lắm,màu_sắc mauf thắng đúng với mô_tả đẹp lắm nha mọi người chất_lượng liệu vải áo đẹp lắm nha giao hàng nhanh lắm,5,tích cực,màu_sắc mauf thắng đúng với mô_tả đẹp lắm nha mọi người chất_lượng_liệu vải áo đẹp lắm nha giao hàng nhanh lắm,màu_sắc ma@@ u@@ f thắng đúng với mô_tả đẹp lắm nha mọi người chất_lượng liệu vải áo đẹp lắm nha giao hàng nhanh lắm,all_good_reviews
"Vải dày ,chất cổ khá tốt ,mặc lên đẹp lắm luôn","vải dày , chất_lượng cổ khá tốt , mặc lên đẹp lắm luôn",5,tích cực,"vải dày , chất_lượng cổ khá tốt , mặc lên đẹp lắm luôn","vải dày , chất_lượng cổ khá tốt , mặc lên đẹp lắm luôn",all_good_reviews
Ốp bị xước,ốp bị xước,3,tiêu cực,ốp bị xước,ốp bị xước,all_bad_reviews
"Chất lượng sản phẩm:Ngon trong tầm giá Tính năng nổi bật:Nghe khá ổn Với mức giá này và cách đóng gói của shop là quá ổn áp rồi, được kèm thêm 2 nút tai và 1 cái kẹp tai nghe. Ủng hộ shop ạ","chất_lượng lượng sản_phẩm ngon trong tầm_giá tính_năng nổi_bật nghe khá ổn với mức giá này và cách đóng_gói của shop là quá ổn_áp rồi , được kèm thêm 2 nút tai và 1 cái kẹp tai nghe . ủng_hộ shop ạ",5,tích cực,"chất_lượng lượng sản_phẩm ngon trong tầm_giá tính_năng nổi_bật nghe khá ổn với mức giá này và cách đóng_gói của shop là quá ổn_áp rồi , được kèm thêm 2 nút tai và 1 cái kẹp tai nghe . ủng_hộ shop ạ","chất_lượng lượng sản_phẩm ngon trong tầm_@@ giá tính_năng nổi_bật nghe khá ổn với mức giá này và cách đóng_gói của shop là quá ổn_@@ áp rồi , được kèm thêm 2 nút tai và 1 cái kẹp tai nghe . ủng_hộ shop ạ",all_good_reviews
"Bạc mới mua dùng 3 ngày đã đen, đen xì luôn ý, nhìn ngoài mắt thường thấy rõ, chụp hình như này mọi người cũng thấy rõ luôn. Mình mua để làm vòng bán nên mình mua hơn 1 triệu, nhắn shop thì giải thích là do mồ hôi, hay b để trong túi zip không, mình mới dùng 3 ngày thì không thể xỉn nhanh thế được mà bảo là mồ hôi. Shop không đưa được bằng chứng về bạc thật hay giả","bạc mới mua dùng 3 ngày đã đen , đen_xì luôn ý , nhìn ngoài mắt thường thấy rõ , chụp hình_như này mọi người cũng thấy rõ luôn . mình mua để làm vòng bán nên mình mua hơn 1 triệu , nhắn_shop thì giải_thích là do mồ_hôi , hay b để trong túi zip không , mình mới dùng 3 ngày thì không_thể xỉn nhanh thế được mà bảo là mồ_hôi . shop không đưa được bằng_chứng về bạc thật hay giả",1,tiêu cực,"bạc mới mua dùng 3 ngày đã đen , đen_xì luôn ý , nhìn ngoài mắt thường thấy rõ , chụp hình_như này mọi người cũng thấy rõ luôn . mình mua để làm vòng bán nên mình mua hơn 1 triệu , nhắn_shop thì giải_thích là do mồ_hôi , hay b để trong túi zip không , mình mới dùng 3 ngày thì không_thể xỉn nhanh thế được mà bảo là mồ_hôi . shop không đưa được bằng_chứng về bạc thật hay giả","bạc mới mua dùng 3 ngày đã đen , đen_@@ xì luôn ý , nhìn ngoài mắt thường thấy rõ , chụp hình_như này mọi người cũng thấy rõ luôn . mình mua để làm vòng bán nên mình mua hơn 1 triệu , nh@@ ắ@@ n_s@@ hop thì giải_thích là do mồ_hôi , hay b để trong túi zi@@ p không , mình mới dùng 3 ngày thì không_thể xỉn nhanh thế được mà bảo là mồ_hôi . shop không đưa được bằng_chứng về bạc thật hay giả",all_bad_reviews
"Ngôn từ đơn giản, dễ hiểu, đặc biệt những bài học được lồng ghép vào những câu chuyện rất cuốn hút. Mọi người nên mua.","ngôn từ đơn_giản , dễ hiểu , đặc_biệt những bài_học được lồng_ghép vào những câu_chuyện rất cuốn_hút . mọi người nên mua .",5,tích cực,"ngôn từ đơn_giản , dễ hiểu , đặc_biệt những bài_học được lồng_ghép vào những câu_chuyện rất cuốn_hút . mọi người nên mua .","ngôn từ đơn_giản , dễ hiểu , đặc_biệt những bài_học được lồng_ghép vào những câu_chuyện rất cuốn_hút . mọi người nên mua .",all_reviews
Tính năng nổi bật:bass hơi nhiều nên bị ù Chất lượng sản phẩm:tạm dc uy tín chất lượng sản phẩm nghe được cảm ơn cửa hàng và Shopee với shipper đã tạo ra một cái gọi là để cho mọi người đều có thể mua được sản phẩm mình yêu thích nhất sẽ ủng hộ vào những lần tiếp theo,tính_năng nổi_bật bass_hơi nhiều nên bị ù chất_lượng lượng sản_phẩm tạm được uy_tín chất_lượng lượng sản_phẩm nghe được cảm_ơn cửa_hàng và shopee với shipper đã tạo ra một cái gọi_là để cho mọi người đều có_thể mua được sản_phẩm mình yêu_thích nhất sẽ ủng_hộ vào những lần tiếp_theo,5,tích cực,tính_năng nổi_bật bass_hơi nhiều nên bị ù chất_lượng_lượng sản_phẩm tạm được uy_tín chất_lượng_lượng sản_phẩm nghe được cảm_ơn cửa_hàng và shopee với shipper đã tạo ra một cái gọi_là để cho mọi người đều có_thể mua được sản_phẩm mình yêu_thích nhất sẽ ủng_hộ vào những lần tiếp_theo,tính_năng nổi_bật b@@ ass@@ _hơi nhiều nên bị ù chất_lượng lượng sản_phẩm tạm được uy_tín chất_lượng lượng sản_phẩm nghe được cảm_ơn cửa_hàng và sho@@ pee với shipper đã tạo ra một cái gọi_là để cho mọi người đều có_thể mua được sản_phẩm mình yê@@ u_th@@ ích nhất sẽ ủng_hộ vào những lần tiếp_theo,all_good_reviews
Mình mua áo ở đây lần này là lần thứ 2 rồi á. Dùng thích lắm luôn. Nếu mà mua thì mình nghĩ là nên chọn mẫu áo loại dày vì nó sẽ đứng form hơn.,mình mua áo ở đây lần này là lần thứ 2 rồi á . dùng thích lắm luôn . nếu mà mua thì mình nghĩ là nên chọn mẫu áo loại dày vì nó sẽ đứng form hơn .,5,tích cực,mình mua áo ở đây lần này là lần thứ 2 rồi á . dùng thích lắm luôn . nếu mà mua thì mình nghĩ là nên chọn mẫu áo loại dày vì nó sẽ đứng form hơn .,mình mua áo ở đây lần này là lần thứ 2 rồi á . dùng thích lắm luôn . nếu mà mua thì mình nghĩ là nên chọn mẫu áo loại dày vì nó sẽ đứng form hơn .,all_good_reviews
"Mua lần 2 vải đẹp êm, giá cả hợp lý giao hàng nhanh ok lắm shop oi","mua lần 2 vải đẹp êm , giá_cả hợp_lý giao hàng nhanh_ok lắm shop oi",5,tích cực,"mua lần 2 vải đẹp êm , giá_cả hợp_lý giao hàng nhanh_ok lắm shop oi","mua lần 2 vải đẹp êm , giá_cả hợp_lý giao hàng nh@@ anh_@@ ok lắm shop oi",all_good_reviews
"Đã không thích phiền phức mua cả bộ rồi, mà cả bộ lại không có nhựa thông. Giờ đi tìm mua nhựa thông lẻ, ối dồi ôi.","đã không thích phiền_phức mua cả bộ rồi , mà cả bộ lại không có nhựa thông . giờ đi tìm mua nhựa thông_lẻ , ối dồi ôi .",2,tiêu cực,"đã không thích phiền_phức mua cả bộ rồi , mà cả bộ lại không có nhựa thông . giờ đi tìm mua nhựa thông_lẻ , ối dồi ôi .","đã không thích phiền_phức mua cả bộ rồi , mà cả bộ lại không có nhựa thông . giờ đi tìm mua nhựa thông_@@ lẻ , ối dồi ôi .",all_bad_reviews
Hình ảnh ko giống mô tả.,hình_ảnh không giống mô_tả .,2,tiêu cực,hình_ảnh không giống mô_tả .,hình_ảnh không giống mô_tả .,all_bad_reviews
"Thiết kế thời trang với những chi tiết sọc., Nhiều màu sắc để lựa chọn, Hoàn hảo cho trang phục thường ngày, Vải thoải mái và thoáng khí.,","thiết_kế thời_trang với những chi_tiết sọc . , nhiều màu_sắc để lựa_chọn , hoàn_hảo cho trang_phục thường_ngày , vải thoải_mái và thoáng_khí . ,",5,tích cực,"thiết_kế thời_trang với những chi_tiết sọc . , nhiều màu_sắc để lựa_chọn , hoàn_hảo cho trang_phục thường_ngày , vải thoải_mái và thoáng_khí . ,","thiết_kế thời_trang với những chi_tiết sọc . , nhiều màu_sắc để lựa_chọn , hoàn_hảo cho trang_phục thường_ngày , vải thoải_mái và thoáng_khí . ,",all_reviews
"Lần đầu tiên mua áo mà xáu vậy, form béo như j, cổ rất chật nha. Kiểu áo vừa ngắn mà vừa rộng bề ngang á, hối hận khi mua huhu","lần đầu_tiên mua áo mà xáu vậy , form_béo như j , cổ rất chật_nha . kiểu áo vừa ngắn mà vừa rộng bề ngang á , hối_hận khi mua huhu",3,trung lập,"lần đầu_tiên mua áo mà xáu vậy , form_béo như j , cổ rất chật_nha . kiểu áo vừa ngắn mà vừa rộng bề ngang á , hối_hận khi mua huhu","lần đầu_tiên mua áo mà x@@ áu vậy , for@@ m_@@ béo như j , cổ rất chật_@@ nha . kiểu áo vừa ngắn mà vừa rộng bề ngang á , hối_hận khi mua hu@@ hu",all_bad_reviews
"Tai nghe ổn, có đi kèm 1 cặp núm tai silicon để thay. Giá mềm. Đã mua một lần và trộm vía khá bền.","tai nghe ổn , có đi kèm 1 cặp núm tai_silicon để thay . giá mềm . đã mua một lần và trộm_vía khá bền .",5,tích cực,"tai nghe ổn , có đi kèm 1 cặp núm tai_silicon để thay . giá mềm . đã mua một lần và trộm_vía khá bền .","tai nghe ổn , có đi kèm 1 cặp núm tai_@@ silicon để thay . giá mềm . đã mua một lần và trộm_@@ vía khá bền .",all_good_reviews
